STT,ID,First Name,Last Name,Total Mark, Final Mark, Midterm Mark, Other Mark
1,20120454,LE CONG,DAT,0,0,0,0
2,24922870,Hettie,Itshak,0,0,0,0
3,28623309,Margaux,Tomankowski,0,0,0,0
4,32061142,Enoch,Frape,0,0,0,0
5,17202127,Duffy,Smowton,0,0,0,0
6,73127172,Nan,Baigent,0,0,0,0
7,89995994,Sandye,Peteri,0,0,0,0
8,51931613,Mirella,Seiter,0,0,0,0
9,59941127,Randi,Gummow,0,0,0,0
10,30794126,Marcia,Melato,0,0,0,0
11,68812883,Garrard,Mettricke,0,0,0,0
12,65614125,Merry,Bartalin,0,0,0,0
13,37437371,Thaine,Vennings,0,0,0,0
14,38130689,Ethelin,De Ruggero,0,0,0,0
15,76919412,Shaw,Gatcliff,0,0,0,0
16,97516200,Tobe,Vannucci,0,0,0,0
17,70456329,Jessy,Kaindl,0,0,0,0
18,43448607,Jean,Ledwich,0,0,0,0
19,43168304,Yanaton,Boxe,0,0,0,0
20,56533430,Elvina,Menauteau,0,0,0,0
21,35718449,Mozes,Raisbeck,0,0,0,0
22,49133804,Madelon,Armer,0,0,0,0
23,47058072,Deb,Joules,0,0,0,0
24,38454767,Nadya,Ochterlony,0,0,0,0
25,41013880,Candra,Dibling,0,0,0,0
26,41441669,Norby,Defau,0,0,0,0
27,42744028,Lock,Ellerker,0,0,0,0
28,38363282,Drusie,Girardengo,0,0,0,0
29,55665463,Margot,Cauldwell,0,0,0,0
30,57045997,Rockwell,Castellet,0,0,0,0
31,33800901,Jeno,Beyne,0,0,0,0
32,52492844,Nikkie,Killoran,0,0,0,0
33,33588736,Joey,Clawley,0,0,0,0
34,51067518,Binny,Deners,0,0,0,0
35,37122932,Davida,Raspison,0,0,0,0
36,31061596,Edie,Cerro,0,0,0,0
37,54931860,Valentina,Paolino,0,0,0,0
38,30121630,Charmion,Dominik,0,0,0,0
39,48717174,Waverley,Perett,0,0,0,0
40,46047190,Mitch,Garza,0,0,0,0
41,35552183,Jaclin,Neeve,0,0,0,0
42,43272983,Mandi,Shipton,0,0,0,0
