STT,ID,First Name,Last Name,Total Mark, Final Mark, Midterm Mark, Other Mark
1,21120454,LE CONG,DAT,0,0,0,0
2,20841930,Gui,Thorald,0,0,0,0
3,92971778,Cati,Knoles,0,0,0,0
4,45536650,Arch,Arnson,0,0,0,0
5,66774001,Abbie,Patrick,0,0,0,0
6,44219348,Hillary,Ives,0,0,0,0
7,95984540,Carmine,Hellings,0,0,0,0
8,92255150,Jeff,Towne,0,0,0,0
9,21149479,Paulie,Potteridge,0,0,0,0
10,61693330,Justina,Alldread,0,0,0,0
11,45467460,Olivero,Tyce,0,0,0,0
12,11381501,Wallie,Flippelli,0,0,0,0
13,74604108,Eve,Beesley,0,0,0,0
14,61601421,Georgianne,Bolderoe,0,0,0,0
15,84532755,Kerrin,Bodimeade,0,0,0,0
16,22095742,Omero,Loffhead,0,0,0,0
17,20120471,Nguyen Van,A,0,0,0,0
18,20120484,Tran Van,B,0,0,0,0
19,12341231,Tran,Tho,0,0,0,0
20,20120470,Nguyen Van,Hao,0,0,0,0
21,12315516,Tran,Huu,0,0,0,0
22,12314515,Tran,Hung,0,0,0,0
23,20120789,Nguyen Thi,C,0,0,0,0
24,12341235,Tran,Nam,0,0,0,0
25,65569711,Masha,Mackison,0,0,0,0
26,72505323,Orlan,Clampton,0,0,0,0
27,43613800,Pam,Fittes,0,0,0,0
28,97407544,Angus,Ells,0,0,0,0
29,18886479,Shel,Cheal,0,0,0,0
30,48945837,Elberta,Coole,0,0,0,0
31,51704544,Cathlene,MacGibbon,0,0,0,0
32,50661946,Giselbert,Robelin,0,0,0,0
33,38794168,Glynnis,Novelli,0,0,0,0
34,51005354,Stacie,Tidey,0,0,0,0
35,54205426,Layne,McNeice,0,0,0,0
36,37919991,Damon,Remmer,0,0,0,0
37,53617087,Roth,Tomovic,0,0,0,0
38,51139789,Odelinda,Grolmann,0,0,0,0
39,54775523,Petronille,Burnhard,0,0,0,0
40,54757589,Evangelina,Diego,0,0,0,0
41,49907872,Clair,Nutting,0,0,0,0
42,30848220,Faith,Woolway,0,0,0,0
43,44702795,Perrine,Scotchmoor,0,0,0,0
