STT,ID,First Name,Last Name,Total Mark, Final Mark, Midterm Mark, Other Mark
1,57467150,Gratia,Crispe,0,0,0,0
2,33910687,Kristofer,Redgrove,0,0,0,0
3,42699449,Siobhan,Chastanet,0,0,0,0
4,35888763,Mattheus,Lent,0,0,0,0
5,35095179,Tandie,Stoneley,0,0,0,0
6,49447834,Maria,Birbeck,0,0,0,0
7,39490843,Malchy,Armour,0,0,0,0
8,34924137,Madella,Perett,0,0,0,0
9,38115133,Merle,Le Merchant,0,0,0,0
10,59924374,Leena,Goldsworthy,0,0,0,0
11,46497505,Erin,Annion,0,0,0,0
12,55823559,Martin,Rolinson,0,0,0,0
13,58671692,Phoebe,Karpychev,0,0,0,0
14,54999499,Xylia,Trower,0,0,0,0
15,38676606,Hamel,Meace,0,0,0,0
16,32533908,Jacquelynn,Cave,0,0,0,0
17,44509738,Ramsey,Roscamps,0,0,0,0
18,48254684,Jaymee,Riccio,0,0,0,0
19,56038675,Rubin,Scutts,0,0,0,0
20,44436233,Isadore,Brislen,0,0,0,0
21,48945837,Elberta,Coole,0,0,0,0
22,51704544,Cathlene,MacGibbon,0,0,0,0
23,50661946,Giselbert,Robelin,0,0,0,0
24,38794168,Glynnis,Novelli,0,0,0,0
25,51005354,Stacie,Tidey,0,0,0,0
26,50849488,Emlyn,Paynton,0,0,0,0
27,44773512,Tadio,Hexam,0,0,0,0
28,50566916,Kylynn,Blackall,0,0,0,0
29,53218790,Alfonse,Allardyce,0,0,0,0
30,50855459,Simonette,Browne,0,0,0,0
31,44150990,Hyacintha,Seiffert,0,0,0,0
32,34911211,Halli,Lethbrig,0,0,0,0
33,48948958,Gillian,Blazeby,0,0,0,0
34,50292990,Reeva,Prugel,0,0,0,0
35,48919839,John,Cordell,0,0,0,0
36,50824855,Artur,Byrom,0,0,0,0
37,31316055,Joleen,Haszard,0,0,0,0
38,33953179,Pieter,Kemwall,0,0,0,0
39,43168304,Yanaton,Boxe,0,0,0,0
40,56533430,Elvina,Menauteau,0,0,0,0
41,35718449,Mozes,Raisbeck,0,0,0,0
42,49133804,Madelon,Armer,0,0,0,0
43,47058072,Deb,Joules,0,0,0,0
44,38454767,Nadya,Ochterlony,0,0,0,0
45,41013880,Candra,Dibling,0,0,0,0
46,41441669,Norby,Defau,0,0,0,0
47,42744028,Lock,Ellerker,0,0,0,0
48,38363282,Drusie,Girardengo,0,0,0,0
49,55665463,Margot,Cauldwell,0,0,0,0
