STT,ID,First Name,Last Name,Total Mark, Final Mark, Midterm Mark, Other Mark
1,49907872,Clair,Nutting,0,0,0,0
2,30848220,Faith,Woolway,0,0,0,0
3,44702795,Perrine,Scotchmoor,0,0,0,0
4,55427781,Dede,Lineen,0,0,0,0
5,50361421,Ethelred,Tullett,0,0,0,0
6,38005593,Kevyn,Wynne,0,0,0,0
7,39005120,Teodoro,Buckle,0,0,0,0
8,58681156,Ave,Bertelmot,0,0,0,0
9,33142298,Marj,Binding,0,0,0,0
10,42791528,Skipper,Milby,0,0,0,0
11,58641378,Petey,Furze,0,0,0,0
12,35125355,Petey,Postles,0,0,0,0
13,56728219,Anjanette,Mc Meekan,0,0,0,0
14,54546534,Burton,Lenham,0,0,0,0
15,52069428,Flo,Girkin,0,0,0,0
16,53035823,Thorvald,Beaven,0,0,0,0
17,47253007,Lazare,Andrassy,0,0,0,0
18,40730358,Felic,Rushbrooke,0,0,0,0
19,44017436,Farand,Durnian,0,0,0,0
20,40027977,Zelda,Plowell,0,0,0,0
21,34418543,Giffard,Jouanot,0,0,0,0
22,55233532,Bell,Robuchon,0,0,0,0
23,36875042,Norbert,Trahmel,0,0,0,0
24,30040737,Howard,Lantaff,0,0,0,0
25,38026149,Dyane,Kerton,0,0,0,0
26,50849488,Emlyn,Paynton,0,0,0,0
27,44773512,Tadio,Hexam,0,0,0,0
28,50566916,Kylynn,Blackall,0,0,0,0
29,53218790,Alfonse,Allardyce,0,0,0,0
30,50855459,Simonette,Browne,0,0,0,0
31,44150990,Hyacintha,Seiffert,0,0,0,0
32,34911211,Halli,Lethbrig,0,0,0,0
33,48948958,Gillian,Blazeby,0,0,0,0
34,50292990,Reeva,Prugel,0,0,0,0
35,48919839,John,Cordell,0,0,0,0
36,50824855,Artur,Byrom,0,0,0,0
37,31316055,Joleen,Haszard,0,0,0,0
38,33953179,Pieter,Kemwall,0,0,0,0
39,43168304,Yanaton,Boxe,0,0,0,0
40,56533430,Elvina,Menauteau,0,0,0,0
41,35718449,Mozes,Raisbeck,0,0,0,0
42,49133804,Madelon,Armer,0,0,0,0
43,47058072,Deb,Joules,0,0,0,0
44,38454767,Nadya,Ochterlony,0,0,0,0
45,41013880,Candra,Dibling,0,0,0,0
46,41441669,Norby,Defau,0,0,0,0
47,42744028,Lock,Ellerker,0,0,0,0
48,38363282,Drusie,Girardengo,0,0,0,0
49,55665463,Margot,Cauldwell,0,0,0,0
50,57045997,Rockwell,Castellet,0,0,0,0
51,33800901,Jeno,Beyne,0,0,0,0
52,52492844,Nikkie,Killoran,0,0,0,0
53,33588736,Joey,Clawley,0,0,0,0
54,51067518,Binny,Deners,0,0,0,0
55,37122932,Davida,Raspison,0,0,0,0
56,31061596,Edie,Cerro,0,0,0,0
57,54931860,Valentina,Paolino,0,0,0,0
58,30121630,Charmion,Dominik,0,0,0,0
