STT,ID,First Name,Last Name,Total Mark, Final Mark, Midterm Mark, Other Mark
1,17984641,Charyl,Buttrey,0,0,0,0
2,61378868,Abeu,Windeatt,0,0,0,0
3,76596022,Jackie,Iacovo,0,0,0,0
4,26209623,Dania,Vice,0,0,0,0
5,50080653,Alisun,Bantick,0,0,0,0
6,81255603,Meggie,Mulliner,0,0,0,0
7,94485422,Maurene,Spawton,0,0,0,0
8,76018798,Tyrone,Olliffe,0,0,0,0
9,59250616,Giselle,Albrooke,0,0,0,0
10,67733631,Rand,Hart,0,0,0,0
11,38256317,Piggy,Oldfield,0,0,0,0
12,20841930,Gui,Thorald,0,0,0,0
13,92971778,Cati,Knoles,0,0,0,0
14,45536650,Arch,Arnson,0,0,0,0
15,66774001,Abbie,Patrick,0,0,0,0
16,44219348,Hillary,Ives,0,0,0,0
17,95984540,Carmine,Hellings,0,0,0,0
18,92255150,Jeff,Towne,0,0,0,0
19,21149479,Paulie,Potteridge,0,0,0,0
20,61693330,Justina,Alldread,0,0,0,0
21,45467460,Olivero,Tyce,0,0,0,0
22,11381501,Wallie,Flippelli,0,0,0,0
23,74604108,Eve,Beesley,0,0,0,0
24,61601421,Georgianne,Bolderoe,0,0,0,0
25,84532755,Kerrin,Bodimeade,0,0,0,0
26,22095742,Omero,Loffhead,0,0,0,0
27,39156716,Robb,Oseman,0,0,0,0
28,60749293,Silvano,Hebner,0,0,0,0
29,78558387,Angelle,Bonsale,0,0,0,0
30,84111941,Carmita,Perview,0,0,0,0
31,12274378,Adrianna,Pearsey,0,0,0,0
32,10235996,Rhodie,Dodshon,0,0,0,0
33,24633332,Caroljean,Fazakerley,0,0,0,0
34,18541678,Allina,Castanho,0,0,0,0
35,31976386,Tulley,Edyson,0,0,0,0
36,50381073,Elonore,Caplis,0,0,0,0
37,16654901,Cahra,Gohn,0,0,0,0
38,16749384,Townie,Franscioni,0,0,0,0
39,79509937,Corinne,Alelsandrowicz,0,0,0,0
40,72891677,Kathe,Teal,0,0,0,0
41,59120714,Koren,Colhoun,0,0,0,0
42,51922705,Drucie,Jellard,0,0,0,0
43,45736793,Ketty,Crothers,0,0,0,0
44,47701273,Lanna,Chang,0,0,0,0
45,38616695,Lars,Littlefield,0,0,0,0
46,55091799,Dana,Halfpenny,0,0,0,0
47,30579316,Mack,Moynihan,0,0,0,0
48,58106104,Gradeigh,Meechan,0,0,0,0
49,32164317,Rossie,Dunican,0,0,0,0
50,53578453,Kandy,Ferbrache,0,0,0,0
51,55695247,Rozella,Brunesco,0,0,0,0
52,51677869,Ervin,Croxon,0,0,0,0
53,37766083,Adina,Birkwood,0,0,0,0
54,38165172,Gino,Hughes,0,0,0,0
55,42794249,Leeland,Deverson,0,0,0,0
56,57467150,Gratia,Crispe,0,0,0,0
57,33910687,Kristofer,Redgrove,0,0,0,0
58,42699449,Siobhan,Chastanet,0,0,0,0
59,35888763,Mattheus,Lent,0,0,0,0
